state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021
ND,PetroHunt LLC (Private),PetroHunt LLC,Private,reported volume,Mcf,263026,226998,378340,408076,440393,295527,243826,600582,671857,567327,659947,791008,983832,443272,336520,220496,18249,44541,60573,112693,243945,300262,350410,307849,221457,
ND,PetroHunt LLC (Private),PetroHunt LLC,Private,reported equivalent co2 released,metric tons,14413.8,12439.5,20733.0,22362.6,24133.5,16194.9,13361.7,32911.9,36817.8,31089.5,36165.1,43347.2,53914.0,24291.3,18441.3,12083.2,1000.0,2440.8,3319.4,6175.6,13368.2,16454.4,19202.5,16870.1,12135.8,
ND,PetroHunt LLC (Private),PetroHunt LLC,Private,sat estimate lower,Mcf,95992,59317,193821,130574,152629,160243,142926,641371,343881,367295,295940,676715,601407,279361,226681,94576,18377,10810,3566,113001,254677,147892,236290,221419,110152,269229
ND,PetroHunt LLC (Private),PetroHunt LLC,Private,sat estimate upper,Mcf,140409,86764,283504,190993,223252,234389,209059,938141,502998,537246,432874,989838,879685,408624,331569,138337,26880,15812,5215,165288,372518,216324,345624,323872,161121,393805
ND,PetroHunt LLC (Private),PetroHunt LLC,Private,blended estimate,Mcf,190613,150019,308501,284430,314167,246422,209909,695169,547648,509799,512177,812142,862189,393632,307823,168476,20439,28926,32482,125919,278771,241185,320683,290247,135637,331517
ND,PetroHunt LLC (Private),PetroHunt LLC,Private,blended estimate equivalent co2 released,metric tons,10445.6,8221.0,16905.9,15586.8,17216.4,13503.9,11503.0,38095.3,30011.1,27937.0,28067.3,44505.4,47248.0,21571.0,16868.7,9232.5,1120.1,1585.1,1780.0,6900.4,15276.7,13216.9,17573.4,15905.5,7432.9,18167.1
ND,PetroHunt LLC (Private),PetroHunt LLC,Private,produced oil,Bbl,1443494,1270142,1390768,1262012,1254074,1153614,1168575,1403246,1288724,1327917,1240772,1385478,1419947,1255969,1221696,807300,170484,337370,523610,752471,1324490,1407102,1380100,1402134,1368310,
ND,PetroHunt LLC (Private),PetroHunt LLC,Private,produced gas,Mcf,2514401,2230653,2536196,2350212,2467992,2305235,2386491,2791575,2768401,2706176,2600740,2873581,3013465,2737244,2646360,1738292,310253,525319,869623,1248775,2345694,2691432,2758010,2779331,2738455,
ND,Rimrock Oil And Gas (Private),Rimrock Oil And Gas,Private,sat estimated volume,Mcf,116872,38190,202854,115355,110952,150268,141678,117705,31635,53699,38942,31119,110638,46707,49275,18397,,31606,8760,15276,7692,43105,122170,55365,24369,8556
ND,Rimrock Oil And Gas (Private),Rimrock Oil And Gas,Private,reported volume,Mcf,90045,63621,202316,171408,142245,177217,186351,173450,99882,149761,136409,136997,179030,93510,94154,47183,,54724,58111,55170,65017,98744,180569,147237,117648,
ND,Rimrock Oil And Gas (Private),Rimrock Oil And Gas,Private,reported equivalent co2 released,metric tons,4934.5,3486.4,11086.9,9393.2,7795.0,9711.5,10212.0,9505.1,5473.5,8206.9,7475.2,7507.4,9810.8,5124.3,5159.6,2585.6,,2998.9,3184.5,3023.3,3562.9,5411.2,9895.2,8068.6,6447.1,
ND,Rimrock Oil And Gas (Private),Rimrock Oil And Gas,Private,sat estimate lower,Mcf,61513,20101,106768,60714,58397,79090,74569,61951,16650,28263,20496,16379,58232,24583,25935,9683,,16635,4610,8040,4048,22687,64301,29140,12826,4503
ND,Rimrock Oil And Gas (Private),Rimrock Oil And Gas,Private,sat estimate upper,Mcf,172231,56280,298941,169995,163507,221446,208787,173459,46620,79135,57388,45859,163044,68831,72616,27111,,46576,12909,22511,11335,63522,180038,81590,35912,12608
ND,Rimrock Oil And Gas (Private),Rimrock Oil And Gas,Private,blended estimate,Mcf,103458,50906,202585,143381,126599,163742,164014,145577,65759,101730,87676,84058,144834,70108,71715,32790,,43165,33435,35223,36354,70924,151369,101301,24369,8556
ND,Rimrock Oil And Gas (Private),Rimrock Oil And Gas,Private,blended estimate equivalent co2 released,metric tons,5669.5,2789.6,11101.7,7857.3,6937.6,8973.1,8988.0,7977.6,3603.6,5574.8,4804.6,4606.4,7936.9,3841.9,3930.0,1796.9,,2365.4,1832.2,1930.2,1992.2,3886.6,8295.0,5551.3,1335.4,468.9
ND,Rimrock Oil And Gas (Private),Rimrock Oil And Gas,Private,produced oil,Bbl,508955,414069,620570,630424,577101,568150,627003,601723,586487,616548,675164,625746,703619,678847,755753,436962,,568530,584478,595346,554953,527527,490377,490775,448429,
ND,Rimrock Oil And Gas (Private),Rimrock Oil And Gas,Private,produced gas,Mcf,515447,447601,592438,582457,574268,591821,699555,663039,693601,743899,756217,744167,857664,844461,936011,620660,,565404,727225,816283,851712,831883,791012,878697,857970,
ND,Slawson Exploration Co Inc (Private),Slawson Exploration Co Inc,Private,sat estimated volume,Mcf,44046,46952,86974,56346,210365,539329,181489,225369,186142,173724,86107,120918,363654,194743,54594,15122,766,,12039,7095,2381,4923,46942,20571,12607,169396
ND,Slawson Exploration Co Inc (Private),Slawson Exploration Co Inc,Private,reported volume,Mcf,132112,150085,158274,117137,245724,456026,215785,248061,199304,225670,201040,294942,443476,376345,214766,50041,5930,,16211,32935,25420,60188,70321,84574,138281,
ND,Slawson Exploration Co Inc (Private),Slawson Exploration Co Inc,Private,reported equivalent co2 released,metric tons,7239.7,8224.7,8673.4,6419.1,13465.7,24990.2,11825.0,13593.7,10921.9,12366.7,11017.0,16162.8,24302.5,20623.7,11769.2,2742.2,325.0,,888.4,1804.8,1393.0,3298.3,3853.6,4634.7,7577.8,
ND,Slawson Exploration Co Inc (Private),Slawson Exploration Co Inc,Private,sat estimate lower,Mcf,32908,35079,64980,42098,157168,402944,135594,168378,139071,129793,64332,90340,271693,145497,40789,11298,573,,8994,5301,1779,3678,35071,15369,9419,126559
ND,Slawson Exploration Co Inc (Private),Slawson Exploration Co Inc,Private,sat estimate upper,Mcf,55185,58825,108968,70595,263562,675713,227384,282360,233214,217655,107882,151495,455614,243990,68400,18945,960,,15083,8890,2983,6168,58813,25773,15795,212233
ND,Slawson Exploration Co Inc (Private),Slawson Exploration Co Inc,Private,blended estimate,Mcf,88079,98518,122624,86742,228045,497677,198637,236715,192723,199697,143574,207930,403565,285544,134680,32581,3348,,14125,20015,13901,32556,58632,52573,12607,169396
ND,Slawson Exploration Co Inc (Private),Slawson Exploration Co Inc,Private,blended estimate equivalent co2 released,metric tons,4826.7,5398.8,6719.8,4753.5,12496.9,27272.7,10885.3,12972.0,10561.2,10943.4,7867.9,11394.6,22115.4,15647.8,7380.5,1785.4,183.5,,774.1,1096.8,761.8,1784.1,3213.0,2881.0,690.9,9282.9
ND,Slawson Exploration Co Inc (Private),Slawson Exploration Co Inc,Private,produced oil,Bbl,737357,846788,1097408,1178939,1500325,1595746,1333427,1446880,1236028,1374340,1278751,1558001,1814762,1636793,1187486,346610,43071,,247388,446415,568673,663781,688824,1003624,1089693,
ND,Slawson Exploration Co Inc (Private),Slawson Exploration Co Inc,Private,produced gas,Mcf,899188,966273,1229694,1275126,1503199,1634724,1617506,1664748,1387456,1505363,1513028,1874491,2142625,1871991,1488359,440680,45146,,206021,446712,630753,724254,765345,1110045,1305633,
ND,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,sat estimated volume,Mcf,1992374,1438222,1937835,646679,804782,1308360,1446018,2415353,1672659,1687554,1088826,1097389,756987,848794,1025927,597494,206376,91284,217315,404537,306471,263846,569868,432688,268075,457987
ND,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,reported volume,Mcf,1807231,1615905,1865789,1236054,1371361,1498186,1471207,1778989,1661250,2500524,1793085,1715427,967445,861275,916558,721891,289172,313364,383096,342464,281416,352157,411624,419310,397389,
ND,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,reported equivalent co2 released,metric tons,99036.3,88551.6,102245.2,67735.8,75150.6,82100.6,80622.1,97488.6,91036.5,137028.7,98261.1,94005.4,53016.0,47197.9,50227.4,39559.6,15846.6,17172.3,20993.7,18767.0,15421.6,19298.2,22557.0,22978.2,21776.9,
ND,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,sat estimate lower,Mcf,1753240,1265600,1705247,569062,708188,1151324,1272460,2125451,1471898,1485006,958140,965675,666130,746918,902791,525780,181606,80328,191232,355983,269687,232178,501470,380755,235899,403018
ND,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,sat estimate upper,Mcf,2231508,1610845,2170423,724297,901376,1465395,1619576,2705255,1873419,1890102,1219513,1229102,847844,950671,1149064,669208,231146,102241,243399,453092,343255,295514,638267,484621,300250,512957
ND,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,blended estimate,Mcf,1899803,1527064,1901812,941367,1088072,1403273,1458613,2097171,1666954,2094039,1440956,1406408,862216,855035,971243,659692,247774,202324,300206,373501,293944,308001,490746,425999,268075,457987
ND,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,blended estimate equivalent co2 released,metric tons,104109.2,83683.1,104219.3,51586.9,59626.3,76899.4,79932.0,114925.0,91349.1,114753.3,78964.4,77071.2,47249.4,46855.9,53224.1,36151.1,13578.0,11087.4,16451.3,20467.9,16108.1,16878.5,26892.9,23344.7,14690.5,25097.7
ND,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,produced oil,Bbl,3885972,3307578,3540345,3283212,3540823,3519427,3600933,3802856,3583501,3862459,3635883,3668453,3277928,3131730,3362352,3190740,2903228,2755360,2713138,2707601,2704565,2689370,2605964,2574829,2450089,
ND,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,produced gas,Mcf,10347079,9199417,10123460,9653780,9938196,10007797,9597322,9840331,9402236,10192374,9710735,9974865,8831214,8076260,8641903,8340864,7976125,7474048,7388086,7539908,7587607,7456842,7401551,7565736,7383370,
NM,Ameredev LLC (Private),Ameredev LLC,Private,sat estimated volume,Mcf,131540,104955,129061,98532,75661,200285,245356,261535,288195,440068,214390,346740,846374,466146,82351,5558,,5293,5370,5369,5159,10880,,2973,,
NM,Ameredev LLC (Private),Ameredev LLC,Private,reported volume,Mcf,28767,41768,49527,20954,17499,19567,41026,41624,27754,39969,45370,62742,61052,82152,68169,37521,,70232,28011,19147,14569,6679,,188,,
NM,Ameredev LLC (Private),Ameredev LLC,Private,reported equivalent co2 released,metric tons,1576.4,2288.9,2714.1,1148.3,958.9,1072.3,2248.2,2281.0,1520.9,2190.3,2486.3,3438.3,3345.6,4501.9,3735.7,2056.2,,3848.7,1535.0,1049.3,798.4,366.0,,10.3,,
NM,Ameredev LLC (Private),Ameredev LLC,Private,sat estimate lower,Mcf,102026,81405,100103,76423,58685,155346,190304,202853,223531,341327,166286,268940,656468,361554,63874,4311,,4105,4165,4164,4001,8439,,2306,,
NM,Ameredev LLC (Private),Ameredev LLC,Private,sat estimate upper,Mcf,161054,128504,158019,120640,92638,245225,300408,320217,352859,538808,262494,424540,1036279,570738,100829,6805,,6481,6575,6574,6316,13321,,3640,,
NM,Ameredev LLC (Private),Ameredev LLC,Private,blended estimate,Mcf,80153,73361,89294,59743,46580,109926,143191,151580,157975,240018,129880,204741,453713,274149,75260,21539,,37763,16690,12258,9864,8779,,1580,,
NM,Ameredev LLC (Private),Ameredev LLC,Private,blended estimate equivalent co2 released,metric tons,4392.4,4020.2,4893.3,3273.9,2552.6,6023.9,7846.9,8306.6,8657.0,13153.0,7117.4,11219.8,24863.5,15023.4,4124.2,1180.3,,2069.4,914.6,671.7,540.5,481.1,,86.6,,
NM,Ameredev LLC (Private),Ameredev LLC,Private,produced oil,Bbl,128905,107326,113445,90525,74138,166562,158772,160781,163487,168277,123748,129073,370395,348919,301840,205723,,214162,213373,184873,205864,200383,,134315,,
NM,Ameredev LLC (Private),Ameredev LLC,Private,produced gas,Mcf,404779,366669,369095,338523,255421,370575,402976,547297,644953,633758,556225,516914,635936,597127,560390,365687,,444749,510579,584332,637068,588215,,533237,,
NM,Apache Corp (APA),Apache Corp,APA,sat estimated volume,Mcf,49659,10353,45851,37771,72617,117686,72315,95292,55934,160753,82962,17014,6671,17019,41182,5211,37842,38005,7665,77688,3593,5154,16722,24672,30483,55283
NM,Apache Corp (APA),Apache Corp,APA,reported volume,Mcf,107543,23096,54237,61692,50721,146317,121647,30003,48010,48815,27201,29422,2831,36074,80435,9054,8964,11387,1954,48,2789,3337,4213,321,336,
NM,Apache Corp (APA),Apache Corp,APA,reported equivalent co2 released,metric tons,5893.4,1265.7,2972.2,3380.7,2779.5,8018.2,6666.3,1644.2,2630.9,2675.1,1490.6,1612.3,155.1,1976.9,4407.8,496.2,491.2,624.0,107.1,2.6,152.8,182.9,230.9,17.6,18.4,
NM,Apache Corp (APA),Apache Corp,APA,sat estimate lower,Mcf,47130,9826,43516,35848,68918,111692,68631,90439,53085,152565,78737,16147,6331,16152,39085,4946,35915,36069,7274,73731,3410,4892,15870,23415,28931,52467
NM,Apache Corp (APA),Apache Corp,APA,sat estimate upper,Mcf,52189,10880,48187,39695,76315,123681,75998,100146,58783,168940,87188,17880,7011,17886,43280,5477,39769,39940,8055,81645,3776,5417,17574,25928,32036,58098
NM,Apache Corp (APA),Apache Corp,APA,blended estimate,Mcf,78601,16724,50044,49732,61669,132002,96981,62648,51972,104784,55082,23218,4751,26546,60809,7133,23403,24696,4809,38868,3191,4246,10467,12496,30483,55283
NM,Apache Corp (APA),Apache Corp,APA,blended estimate equivalent co2 released,metric tons,4307.3,916.5,2742.4,2725.3,3379.5,7233.7,5314.6,3433.1,2848.1,5742.2,3018.5,1272.3,260.4,1454.7,3332.3,390.9,1282.5,1353.3,263.5,2130.0,174.9,232.7,573.6,684.8,1670.5,3029.5
NM,Apache Corp (APA),Apache Corp,APA,produced oil,Bbl,744461,635114,679333,625050,643920,614420,622149,575662,551188,666868,732003,906746,935969,791855,790654,724764,692013,631037,631581,628954,584064,581616,563025,549881,543119,
NM,Apache Corp (APA),Apache Corp,APA,produced gas,Mcf,3004910,2697205,2968819,2826078,2938696,2835396,2960809,2897767,2770054,2953512,2899407,3451219,3589928,3184933,3259270,3115473,3129357,2928839,2976023,3009839,2844166,2821948,2764049,2744448,2703999,
NM,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,sat estimated volume,Mcf,22398,13826,35907,44103,99616,31647,44117,155274,121285,21172,64064,7801,127351,86963,18175,31250,21397,4415,104622,8739,26248,24754,112818,21917,83864,68598
NM,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,reported volume,Mcf,49197,40861,32274,13458,25631,9250,20586,62776,29153,12040,6188,8049,4492,108640,44205,20110,3366,11428,11407,4321,14280,11302,18117,6012,58768,
NM,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,reported equivalent co2 released,metric tons,2696.0,2239.2,1768.6,737.5,1404.6,506.9,1128.1,3440.1,1597.6,659.8,339.1,441.1,246.2,5953.5,2422.4,1102.0,184.5,626.3,625.1,236.8,782.5,619.3,992.8,329.5,3220.5,
NM,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,sat estimate lower,Mcf,15515,9577,24873,30550,69005,21922,30560,107560,84015,14666,44377,5404,88217,60240,12590,21647,14822,3058,72472,6054,18182,17147,78150,15182,58093,47518
NM,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,sat estimate upper,Mcf,29281,18074,46941,57655,130227,41372,57674,202989,158555,27678,83750,10198,166485,113687,23759,40853,27972,5771,136772,11425,34314,32361,147486,28653,109635,89677
NM,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,blended estimate,Mcf,35798,27343,34091,28780,62623,20448,32351,109025,75219,16606,35126,7925,65922,97802,31190,25680,12381,7921,58015,6530,20264,18028,65467,13965,83864,68598
NM,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,blended estimate equivalent co2 released,metric tons,1961.7,1498.4,1868.2,1577.1,3431.7,1120.6,1772.8,5974.6,4122.0,910.0,1924.9,434.3,3612.5,5359.5,1709.2,1407.3,678.5,434.1,3179.2,357.8,1110.5,987.9,3587.6,765.3,4595.7,3759.2
NM,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,produced oil,Bbl,302540,299071,407746,385908,392984,389935,402469,469550,480634,475655,530546,426571,427914,498170,498461,452258,338920,540666,516521,463136,612176,630409,758659,855677,839880,
NM,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,produced gas,Mcf,1917241,1884848,2119253,1951278,2037956,1897236,2150375,2366761,2317834,2320603,2371999,2189453,2143344,2325933,2439492,1995171,1719327,2395124,2361000,2176057,2393844,2451288,2514317,2669416,2610161,
NM,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,sat estimated volume,Mcf,49828,27808,16183,61970,43176,135753,56229,29812,56564,229482,104207,155857,418257,321110,41332,27662,47990,9329,21221,18542,17867,6980,1576,4669,7643,4312
NM,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,reported volume,Mcf,31299,39661,41195,58238,69153,40988,80852,40756,33717,119089,32052,75048,177053,124276,159176,122083,122660,10530,11837,4070,3479,1989,,420,7794,
NM,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,reported equivalent co2 released,metric tons,1715.2,2173.4,2257.5,3191.4,3789.6,2246.1,4430.7,2233.4,1847.7,6526.1,1756.4,4112.6,9702.5,6810.3,8722.8,6690.1,6721.8,577.0,648.7,223.0,190.6,109.0,,23.0,427.1,
NM,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,sat estimate lower,Mcf,44308,24727,14390,55104,38393,120713,49999,26509,50297,204057,92661,138590,371918,285533,36752,24598,42673,8296,18870,16488,15887,6207,1402,4152,6796,3834
NM,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,sat estimate upper,Mcf,55349,30889,17976,68836,47960,150793,62458,33115,62831,254907,115752,173125,464597,356686,45911,30727,53307,10363,23572,20597,19846,7754,1751,5186,8489,4789
NM,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,blended estimate,Mcf,40564,33734,28689,60104,56165,88371,68540,35284,45140,174286,68129,115453,297655,222693,100254,74873,85325,9930,16529,11306,10673,4485,1576,2545,7643,4312
NM,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,blended estimate equivalent co2 released,metric tons,2222.9,1848.6,1572.2,3293.7,3077.8,4842.7,3756.0,1933.6,2473.7,9550.9,3733.5,6326.8,16311.5,12203.6,5493.9,4103.0,4675.8,544.2,905.8,619.6,584.9,245.8,86.4,139.5,418.8,236.3
NM,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,produced oil,Bbl,263801,231144,244312,299169,315088,285336,395235,353894,367117,407646,553161,487617,562322,507574,545777,532827,445977,459786,391778,433537,537821,470159,434976,401913,385788,
NM,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,produced gas,Mcf,401070,391179,443310,570190,587383,580280,668776,603772,606384,615533,771257,760614,909387,791795,879318,903876,790437,841693,786757,818490,954030,864619,826548,781917,775825,
NM,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,sat estimated volume,Mcf,297214,104219,173977,94281,128718,423731,193425,234980,133172,60903,71608,71554,57064,93068,52906,57074,75199,62396,30777,30816,25839,46982,47907,55279,28523,61544
NM,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,reported volume,Mcf,48280,34859,65523,32363,75560,219553,135233,113323,75736,46482,46062,32575,42925,50750,95943,42860,35498,50116,60129,27341,21483,26328,34639,23633,21319,
NM,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,reported equivalent co2 released,metric tons,2645.7,1910.3,3590.7,1773.5,4140.7,12031.5,7410.8,6210.1,4150.3,2547.2,2524.2,1785.1,2352.3,2781.1,5257.7,2348.7,1945.3,2746.4,3295.1,1498.3,1177.3,1442.8,1898.2,1295.1,1168.3,
NM,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,sat estimate lower,Mcf,264934,92900,155081,84041,114738,377710,172417,209459,118708,54288,63831,63783,50867,82960,47160,50875,67032,55619,27434,27469,23033,41880,42704,49275,25425,54860
NM,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,sat estimate upper,Mcf,329494,115538,192872,104521,142698,469752,214433,260501,147635,67518,79386,79326,63262,103176,58652,63272,83366,69173,34120,34163,28646,52085,53110,61283,31621,68229
NM,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,blended estimate,Mcf,172747,69539,119750,63322,102139,321642,164329,174152,104454,53692,58835,52065,49995,71909,74424,49967,55348,56256,45453,29078,23661,36655,41273,39456,28523,61544
NM,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,blended estimate equivalent co2 released,metric tons,9466.5,3810.7,6562.3,3470.0,5597.2,17626.0,9005.2,9543.5,5724.1,2942.3,3224.2,2853.2,2739.7,3940.6,4078.4,2738.2,3033.1,3082.8,2490.8,1593.5,1296.6,2008.7,2261.8,2162.2,1563.1,3372.6
NM,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,produced oil,Bbl,1175854,1039100,1197154,1058625,910146,834093,1166984,1338833,1087103,1078110,958669,882471,826868,948214,1437747,1363506,1105696,1203534,1083490,960525,827567,787852,782705,786522,742197,
NM,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,produced gas,Mcf,6795125,6204013,7093800,6667132,6571542,6255732,6857343,7367785,6845838,6988240,6349772,6085800,5598428,5275846,6482168,6332368,6265452,6946526,6739941,6366784,5736263,5466652,5278219,5241191,4879064,
NM,ConocoPhillips Co (COP),ConocoPhillips Co,COP,sat estimated volume,Mcf,119304,76383,181715,173270,215304,206157,304545,210623,204283,240206,157935,131069,244677,329793,180639,50068,55075,69553,186495,53990,39741,113794,219289,131586,100568,197655
NM,ConocoPhillips Co (COP),ConocoPhillips Co,COP,reported volume,Mcf,154625,152429,138825,151057,151507,162651,199898,134473,146829,194243,113185,104306,187207,259276,201363,77536,30198,69372,246406,63640,68885,69785,63697,71452,74551,
NM,ConocoPhillips Co (COP),ConocoPhillips Co,COP,reported equivalent co2 released,metric tons,8473.5,8353.1,7607.6,8277.9,8302.6,8913.3,10954.4,7369.1,8046.2,10644.5,6202.5,5716.0,10258.9,14208.3,11034.7,4249.0,1654.9,3801.6,13503.0,3487.5,3774.9,3824.2,3490.6,3915.6,4085.4,
NM,ConocoPhillips Co (COP),ConocoPhillips Co,COP,sat estimate lower,Mcf,98630,63147,150226,143244,177994,170432,251771,174125,168883,198581,130567,108357,202277,272644,149337,41392,45531,57501,154178,44634,32854,94075,181289,108783,83141,163404
NM,ConocoPhillips Co (COP),ConocoPhillips Co,COP,sat estimate upper,Mcf,139978,89619,213204,203295,252614,241882,357320,247122,239683,281830,185303,153782,287076,386943,211942,58744,64619,81606,218812,63346,46627,133513,257289,154388,117995,231906
NM,ConocoPhillips Co (COP),ConocoPhillips Co,COP,blended estimate,Mcf,136965,114406,160270,162163,183406,184404,252222,172548,175556,217224,135560,117688,215942,294535,191001,63802,42636,69463,216451,58815,54313,91790,141493,101519,100568,197655
NM,ConocoPhillips Co (COP),ConocoPhillips Co,COP,blended estimate equivalent co2 released,metric tons,7505.7,6269.4,8782.8,8886.5,10050.6,10105.3,13821.8,9455.6,9620.5,11903.9,7428.7,6449.3,11833.6,16140.5,10466.9,3496.3,2336.5,3806.6,11861.5,3223.1,2976.4,5030.1,7753.8,5563.2,5511.1,10831.5
NM,ConocoPhillips Co (COP),ConocoPhillips Co,COP,produced oil,Bbl,3034686,2901933,3516260,3126961,2865566,2908106,2994276,2804063,2786232,3056569,3174904,3676043,3511369,3556134,4374678,3995469,3656253,3420148,3712844,3695344,3560608,3840705,3853375,3920823,3877347,
NM,ConocoPhillips Co (COP),ConocoPhillips Co,COP,produced gas,Mcf,12119025,11587087,13945310,13641309,13035291,13201440,13855969,13505384,13022857,13547727,13619488,15109509,14725336,14596643,16557966,16446690,15724460,14474855,15605554,15772488,15354573,15772530,15552089,15934352,16285956,
NM,Devon Energy Corp (DVN),Devon Energy Corp,DVN,sat estimated volume,Mcf,51820,90337,206871,619457,545607,217546,118889,105103,220743,213848,415865,351730,128661,71009,94780,78054,91119,45369,124471,67714,55072,124821,61113,97633,42348,138603
NM,Devon Energy Corp (DVN),Devon Energy Corp,DVN,reported volume,Mcf,199989,184556,566734,564829,622538,554282,367158,307858,334283,217692,94959,142984,120774,108178,114198,55627,32999,82430,105006,80434,65046,82370,62126,75668,69166,
NM,Devon Energy Corp (DVN),Devon Energy Corp,DVN,reported equivalent co2 released,metric tons,10959.4,10113.7,31057.0,30952.6,34115.1,30374.7,20120.3,16870.6,18318.7,11929.5,5203.8,7835.5,6618.4,5928.2,6258.1,3048.4,1808.3,4517.2,5754.3,4407.8,3564.5,4513.9,3404.5,4146.6,3790.3,
NM,Devon Energy Corp (DVN),Devon Energy Corp,DVN,sat estimate lower,Mcf,43268,75429,172731,517228,455565,181644,99269,87757,184314,178556,347235,293684,107428,59291,79138,65173,76082,37881,103929,56539,45983,104222,51028,81521,35360,115729
NM,Devon Energy Corp (DVN),Devon Energy Corp,DVN,sat estimate upper,Mcf,60372,105246,241011,721687,635649,253447,138509,122448,257173,249139,484495,409777,149894,82728,110421,90936,106157,52856,145012,78889,64160,145420,71199,113746,49337,161477
NM,Devon Energy Corp (DVN),Devon Energy Corp,DVN,blended estimate,Mcf,125904,137447,386803,592143,584073,385914,243023,206480,277513,215770,255412,247357,124718,89594,104489,66841,62059,63899,114738,74074,60059,103596,61620,86651,42348,138603
NM,Devon Energy Corp (DVN),Devon Energy Corp,DVN,blended estimate equivalent co2 released,metric tons,6899.5,7532.1,21196.8,32449.4,32007.2,21148.1,13317.7,11315.1,15207.7,11824.2,13996.6,13555.2,6834.5,4909.8,5726.0,3662.9,3400.8,3501.7,6287.6,4059.3,3291.2,5677.1,3376.8,4748.5,2320.7,7595.4
NM,Devon Energy Corp (DVN),Devon Energy Corp,DVN,produced oil,Bbl,2432046,2648084,3232358,2965595,3017759,3113620,2949883,2943791,2963179,3149096,2935449,3166488,3675699,3615573,4294131,3922472,3625786,3504421,3476873,3614027,3621130,4616130,4591001,4446980,4784398,
NM,Devon Energy Corp (DVN),Devon Energy Corp,DVN,produced gas,Mcf,9510207,9302423,10975276,10641020,11228634,11121512,11332123,11486504,11334937,12302770,12466484,13473460,14661943,14585285,17157491,16111743,15331076,15040787,15549506,15965397,15801029,17592574,17367079,17210598,17695956,
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,sat estimated volume,Mcf,110782,64470,102753,113791,242387,107156,97804,116071,86618,124317,119193,102031,96664,101824,34559,18590,27804,13871,78750,86959,47071,92051,82911,81053,65255,74316
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,reported volume,Mcf,107369,92426,129192,74089,167612,123061,91127,88495,86404,89836,66490,85840,67200,64285,42116,24686,6000,20439,33772,38370,41521,27128,28729,42651,29897,
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,reported equivalent co2 released,metric tons,5883.8,5064.9,7079.7,4060.1,9185.1,6743.7,4993.8,4849.5,4734.9,4923.0,3643.7,4704.0,3682.6,3522.8,2308.0,1352.8,328.8,1120.1,1850.7,2102.7,2275.4,1486.6,1574.3,2337.3,1638.4,
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,sat estimate lower,Mcf,106913,62219,99165,109817,233922,103413,94388,112018,83593,119976,115031,98468,93289,98269,33352,17941,26833,13386,76000,83922,45427,88837,80015,78223,62976,71721
